2021-03-23,518.8800048828125
2021-03-24,506.1700134277344
2021-03-25,517.8699951171875
2021-03-26,528.3400268554688
2021-03-29,516.0
2021-03-30,524.3300170898438
2021-03-31,541.530029296875
2021-04-01,545.0499877929688
2021-04-05,547.9400024414062
2021-04-06,553.8400268554688
2021-04-07,552.5599975585938
2021-04-08,575.75
2021-04-09,592.5599975585938
2021-04-12,601.1099853515625
2021-04-13,595.6300048828125
2021-04-14,594.9299926757812
2021-04-15,606.22998046875
2021-04-16,606.3300170898438
2021-04-19,603.719970703125
2021-04-20,596.2000122070312
2021-04-21,616.0800170898438
2021-04-22,615.3099975585938
2021-04-23,620.1199951171875
2021-04-26,617.239990234375
2021-04-27,621.760009765625
2021-04-28,613.3599853515625
2021-04-29,604.3400268554688
2021-04-30,595.530029296875
2021-05-03,599.77001953125
2021-05-04,582.1500244140625
2021-05-05,569.25
2021-05-06,584.719970703125
2021-05-07,598.3400268554688
2021-05-10,554.5
2021-05-11,566.260009765625
2021-05-12,548.6400146484375
2021-05-13,553.6199951171875
2021-05-14,569.0399780273438
2021-05-17,559.52001953125
2021-05-18,569.5
2021-05-19,571.489990234375
2021-05-20,587.9000244140625
2021-05-21,591.75
2021-05-24,604.4500122070312
2021-05-25,594.9500122070312
2021-05-26,596.6900024414062
2021-05-27,599.77001953125
2021-05-28,590.1500244140625
2021-06-01,593.47998046875
2021-06-02,575.489990234375
2021-06-03,566.9600219726562
2021-06-04,582.3499755859375
2021-06-07,580.27001953125
2021-06-08,589.760009765625
2021-06-09,585.5
2021-06-10,612.1500244140625
2021-06-11,611.5399780273438
2021-06-14,605.77001953125
2021-06-15,600.0499877929688
2021-06-16,599.5999755859375
2021-06-17,613.3300170898438
2021-06-18,601.6400146484375
